Source,Position,Faculty,Link,Description,PostingDate,DueDate
ASA,UCLA Statistics Faculty Searches,UCLA Statistics,https://jobs.amstat.org/jobs/11479620/ucla-statistics-faculty-searches,"Open-ranked faculty position (tenured or tenure track) and Assistant Professor faculty position (tenure track) in the Department of Statistics at the University of California, Los Angeles. We seek outstanding applicants contributing to the cutting edge development of theoretical statistics, general statistical methodology or computational statistics.   We welcome applicants whose experience in research, teaching and service have prepared them to contribute to UCLA’s commitment to excellence and diversity. Ph.D. or Ph.D. candidates in Statistics (or a closely related field) are welcomed to apply. Degree required at time of appointment. Salary will be commensurate with education and experience.   Reviews for the position will commence on October 15, 2018 and will continue until a successful candidate is identified. Interested applicants should apply at UCLA Academic Recruit at:   Open-Ranked Professor https://recruit.apo.ucla.edu/apply/JPF03899   Assistant Professor https://recruit.apo.ucla.edu/apply/JPF03901   Please refer to job tracking number JPF03899 or JPF03901 on all correspondence.   The University of California is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, age or protected veteran status. For the complete University of California nondiscrimination and affirmative action policy see: UC Nondiscrimination & Affirmative Action Policy at   http://policy.ucop.edu/doc/4000376/NondiscrimAffirmAct   Applicants should submit:   1) CV 2) Cover Letter describing how their qualifications and interests would fit with the position description 3) Three representative publications (or manuscripts) 4) Statement of Research 5) Statement of Teaching 6) Statement of Contributions to Equity, Diversity, and Inclusion 7) Three letters of recommendation (JPF03899 - optional but strongly encouraged; JPF03901 - mandatory)   The Statement of Contributions to Equity, Diversity, and Inclusion briefly addresses past and/or potential contributions to diversity through research, teaching, and/or service.   All inquiries may be sent to Chie Ryu at chie.ryu@stat.ucla.edu.  
								
								Ph.D. or Ph.D. candidates in Statistics (or a closely related field) are welcomed to apply. Degree required at time of appointment. 
						
		
			NOTES:
			
				2 openings.Employer will assist with relocation costs.
		
	
							
								Internal Number: JPF03899 / JPF03901 University of California, Los Angeles (UCLA).
Department of Statistics.",2018-09-14,2018-10-15
ASA,Assistant Professorships of Statistics,Middlebury College,https://jobs.amstat.org/jobs/11479711/assistant-professorships-of-statistics,"Assistant Professorships of Statistics  The Department of Mathematics invites applications for two tenure-track Assistant Professorships in Statistics to begin in fall 2019. A PhD in statistics or a closely related field should normally be in hand by time of appointment. Successful candidates will advise, mentor, teach courses at all levels including the first-year seminar program, and contribute to crafting the expansion of our statistics and data science offerings. The potential to collaborate across disciplines and/or incorporate undergraduates in research is desirable. Middlebury College is a top-tier liberal arts college with a demonstrated commitment to excellence in faculty teaching and research. An Equal Opportunity Employer, the College is committed to hiring a diverse faculty as we work to foster innovation in our curriculum and to provide a rich and varied educational experience for our increasingly diverse student body. EOE/Minorities/Females/Vet/Disability. Applications should be submitted via Interfolio at http://apply.interfolio.com/52300. Please submit: a letter of application; a teaching statement that includes your vision for statistics education in a liberal arts setting; a description of your research program; curriculum vitae; graduate transcript; and three letters of recommendation, at least two of which speak to teaching ability. At Middlebury, we strive to make our campus a respectful, engaged community that embraces difference, with all the complexity and individuality each person brings. In your application materials please be sure to address how your teaching, scholarship, mentorship and/or community service might support our commitment to diversity and inclusion. Questions about the application process or the position can be directed to Steve Abbott at abbott@middlebury.edu. Review of applications will begin on October 15 and continue until the positions are filled. Offers of employment are contingent on completion of a background check. Information on our background check policy can be found at http://go.middlebury.edu/backgroundchecks.Copyright ©2017 Jobelephant.com Inc. All rights reserved.Posted by the FREE value-added recruitment advertising agency  jeid-c01034ca40f36f4082d83bf46809d7b8  
								
								 
						
							
								Internal Number: 1294077 ",2018-09-14,NA
ASA,Assistant Professor in Statistics or Probability,Stanford University Statistics Department,https://jobs.amstat.org/jobs/11479674/assistant-professor-in-statistics-or-probability,"The Statistics Department at Stanford University invites applications for a tenure-track Assistant Professor position in Applied Statistics, Theoretical Statistics, or Probability. This is a research and teaching position with student advising and department committee responsibilities. Applicants should have demonstrated strong research abilities. A Ph.D. in Statistics or a related area is required. Applicants should submit a letter of application, curriculum vita, a statement of research and teaching interests, graduate transcripts, not more than one preprint/reprint, and arrange for three letters of recommendation to be submitted. Applications and letters should be submitted online at https://academicjobsonline.org/ajo/jobs/11504. Questions may be submitted to search@stat.stanford.edu. Evaluation of applicants will begin November 16, 2018. Applications must be received by December 11, 2018 to be guaranteed consideration. The Stanford Statistics department currently has 22 regular faculty members, as well as a distinguished group of emeriti. Many professors have joint appointments in other departments, including positions in mathematics, economics, the School of Medicine, the School of Engineering, and the School of Education. The varied research in the department integrates core statistical theory, mathematics, computing, algorithms, and applications to many scientific disciplines. More information on the department can be found on its website: https://statistics.stanford.edu. Stanford is an equal employment opportunity and affirmative action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other characteristic protected by law. Stanford also welcomes applications from others who would bring additional dimensions to the University’s research, teaching and clinical missions. Statistics has been taught at Stanford since 1924 when Harold Hotelling joined the university. The program became a full department at Stanford in 1948 and we moved into our new building in February 1998, our 50th anniversary. During this time the department has evolved into a preeminent center for statistical research, top-ranked in the United States,  and our doctoral program is ranked number one by the latest US National Research Council rankings.The department's goal is research and student training in statistical methodology and in probability, and the department has historically also been very active in the development of these methodologies to advance other fields in the sciences and in medicine. There are currently 20 faculty in the department that train about 50 PhD students and 40 Master students. The department also administers an interdepartmental undergraduate major in Mathematical and Computational Science. This program has been ahead of its time by recognizing the importance of computing in the coming age of big data. Starting in Autumn of 2013, the program is complemented at the graduate level with a Data Science track in our master program.",2018-09-14,2018-11-16
ASA,Professor - Statistics (Tenured),University of Illinois at Chicago - MSCS,https://jobs.amstat.org/jobs/11480088/professor-statistics-tenured,"University of Illinois at Chicago College of Liberal Arts and Sciences Department of Mathematics, Statistics, and Computer Science TransUnion Professor   The Department of Mathematics, Statistics, and Computer Science seeks to recruit an exceptional statistician for a newly established TransUnion Professorship. This position has been created in part by a generous endowment from TransUnion. The successful candidate will have a strong academic background, an outstanding research record, excellent leadership skills and strong teaching ability.  The TransUnion Professor will play a central role in developing multidisciplinary research programs and curricular initiatives in Data Science at UIC.  Applicants must have a Ph.D. or equivalent degree in statistics, data science or a related field.  The position is effective August 16, 2019.    Located in the heart of one of the world’s great cities, the University of Illinois at Chicago is the city’s only public research university with 30,000 students, 15 colleges, a hospital and a health sciences system. Researchers across several colleges are active in foundational research in data science as well as its applications. The Department of Mathematics, Statistics, and Computer Science has active research programs in a broad spectrum of centrally important areas of pure mathematics, computational and applied mathematics, mathematical computer science, probability and statistics, and mathematics education.  See http://www.math.uic.edu for more information.  
								
								Applicants should provide a vita, research and teaching statements, and at least three (3) letters of recommendation.  Applications should be submitted through mathjobs.org.   No applications will be accepted by surface mail or e-mail.  To ensure full consideration, application materials must be received by October 24, 2018, but applications will be accepted through November 30, 2018.   The University of Illinois at Chicago is an affirmative action, equal opportunity employer, dedicated to the goal of building a culturally diverse and pluralistic faculty and staff committed to teaching and working in a multicultural environment. We strongly encourage applications from women, minorities, individuals with disabilities and covered veterans. The University of Illinois may conduct background checks on all job candidates upon acceptance of a contingent offer. Background checks will be performed in compliance with the Fair Credit Reporting Act. The Department has active research programs in a broad spectrum of centrally important areas of pure mathematics, computational and applied mathematics, mathematical computer science, probability and statistics, and mathematics education.  See http://www.math.uic.edu for more information.",2018-09-14,2019-08-16
ASA,"Assistant Professor of Mathematics, tenure track",Oxford College of Emory University,https://jobs.amstat.org/jobs/11479520/assistant-professor-of-mathematics-tenure-track,"Located 36 miles east of Atlanta, Oxford College of Emory University seeks a scholar to fill the tenure-track position of Assistant Professor of Mathematics, to begin August 2019.  The successful candidate will develop at Oxford College support for four interdisciplinary majors—Quantitative Sciences (QSS), Applied Mathematics and Statistics, Public Policy and Analysis, and Business Administration and Quantitative Sciences—in collaboration with Emory University’s Institute for Quantitative Theory and Methods (IQTM).  In particular, this person will teach statistics and mathematics courses including the core courses of the first two years of the IQTM majors (QTM 120, Mathematics for QS; QTM 150/151 Statistical Computing; QTM 210, Probability and Statistics; QTM 220, Regression Analysis; see quantitative.emory.edu).  Teaching, scholarship, and service are expected; the teaching load is the equivalent of three courses per semester.             Qualifications: A Ph.D. in Statistics or a Ph.D. with an emphasis on statistics in a related field completed by the time of appointment. Applicants should demonstrate a commitment to and record of teaching excellence and an active engagement in scholarship. An ability to work effectively in a liberal arts program with a diverse student body and faculty is desired. Additional Position Details: Interested candidates should submit a cover letter, CV, a statement of teaching philosophy and evidence of teaching excellence including student evaluations of teaching, scholarship statement, undergraduate and graduate transcripts (unofficial acceptable), and three confidential letters of recommendation only via Interfolio: http://apply.interfolio.com/54037.  Complete applications submitted by October 1, 2018 will receive full consideration. One of Emory University’s four schools partnering in undergraduate education, Oxford College provides 950 first- and second-year students of high academic profile an intensive liberal-arts program for the first two years of their Emory bachelor’s degree.  We are interested in candidates with a commitment to working with a remarkably diverse student body in an inclusive learning community that values excellence in teaching and close student-faculty interaction.  Applications from women and historically underrepresented minorities are particularly welcome. For more information about Oxford College and for a full listing of open positions, visit https://oxford.emory.edu/hiring.  For information about IQTM, visit http://quantitative.emory.edu. EEO/AA/Individuals with Disabilities/Veteran Employer  
								
								    
						
							
								Internal Number: Interfolio 54037 Oxford College, one of Emory University’s undergraduate schools, is located on Emory’s original campus in Oxford, Georgia, 36 miles east of Atlanta, GA. 

Students enjoy a distinctive residential liberal arts college environment with excellence in teaching and an emphasis on student leadership. As juniors, students move on to Emory’s Atlanta campus to complete their bachelor’s degree.",2018-09-14,2019-08-20
ASA,Tenure-Track Positions in Statistics,Louisiana Tech University,https://jobs.amstat.org/jobs/11480042/tenure-track-positions-in-statistics,"Pending budgetary approval, the College of Engineering and Science at Louisiana Tech University anticipates filling multiple tenure track statistics positions. These positions may be considered for joint appointment between the Programs of Mathematics/Statistics and Industrial Engineering, commencing September 1, 2019. Both programs are housed in the College of Engineering and Science. A Ph.D. in Statistics, Mathematics, Industrial Engineering, or related field by the time of appointment as well as excellent teaching and research credentials are required. Rank and salary will be commensurate with qualifications. The Program of Mathematics/Statistics offers a B.S. and a M.S. degree and is a major participant in the interdisciplinary Ph.D. program in Computational Analysis and Modeling. The Program of Industrial Engineering offers a B.S., M.S. in Engineering – Industrial Engineering concentration, and M.S. in Engineering and Technology Management. The Industrial Engineering Program also contributes to a wide range of Ph.D. programs offered by the College: https://coes.latech.edu/graduate-programs/. The successful candidate is expected to teach statistics and/or industrial engineering courses in the College’s interdisciplinary undergraduate and graduate curricula and to establish an externally-funded research program while working in interdisciplinary research teams. Most research activity in the College is focused around multidisciplinary research centers. Candidates whose research areas align with the missions of the research centers and current strengths of the College are encouraged to apply. Center information is available at https://www.latech.edu/research-enterprise/centers-of-excellence/. Applications received by October 16, 2018, will receive full consideration. Submit the following items online at mathjobs.org (job id #12539): Letter of Interest Curriculum Vitae Teaching Statement Research Statement Names and contact information for four references, one of whom should address teaching qualifications. Contact: Dr. Katie Evans (kevans@latech.edu) Louisiana Tech University adheres to the equal opportunity provisions of federal and civil rights laws, and does not discriminate on the basis of race, color, national origin, religion, age, sex, sexual orientation, marital status or disability. The Title IX Coordinator is Carrie Flournoy, President's Office, P.O. Box 3168; phone: (318) 257-3785; E-mail: flournoy@latech.edu. The vision of the Louisiana Tech University College of Engineering and Science is to be a world leader in integrating engineering and science in education and research. The College is experiencing significant growth in several program areas and is undertaking an aggressive faculty recruiting campaign to attract culturally and academically diverse faculty of the highest caliber. Construction of a new $40M integrated engineering and science education building providing the College an additional 128,000 square feet of educational space is underway with an anticipated occupancy for Fall 2019. To build a diverse workforce the college encourages applications from individuals with disabilities, minorities, veterans and women. The University is a doctoral granting public institution that enrolls approximately 13,000 students from 48 states and 69 countries.",2018-09-14,2019-09-01
ASA,Chairperson,University of Nebraska Medical Center,https://jobs.amstat.org/jobs/11479369/chairperson,"The Department of Biostatistics at the University of Nebraska Medical Center (UNMC) College of Public Health is seeking outstanding candidates for the next chair of the department.   RESPONSIBILITIES  The successful candidate will be responsible for providing leadership to the department in developing new programs, strengthening existing programs, developing the statistical methodology profile of the department, growing and maintaining collaborative relationships. In addition, this individual will administer the budget, coordinate teaching assignments, and evaluate/mentor department faculty and staff. This position is a 12-month appointment with administrative, teaching, research, and service responsibilities.   QUALIFICATIONS  To be considered, the candidate should have a Ph.D. degree in biostatistics or statistics, and effective interpersonal and communication skills. A record of accomplishment of collaborative research and peer-reviewed publications, demonstrated ability to obtain research grants, and effective teaching and student mentoring that are adequate for the rank of full professor are also required. Competitive applicants will demonstrate leadership and management experience, ability to mentor faculty, and a strong track record of collaborative and statistical methodology work. Experience with managing a biostatistics consulting service, development and implementation of biostatistics academic programs, and extramurally funded research as Principal Investigator will be considered positively.   UNMC DEPARTMENT OF BIOSTATISTICS The department of biostatistics is part of the college of public health and provides statistical support to the UNMC campus through the Center for Collaboration on Research Design and Analysis (CCORDA). The department offers an MPH concentration in Biostatistics and a PhD. Currently, there are 9 faculty members and 7 master’s trained statisticians, with a wide variety of research interests and expertise. For more information about the department (including its mission and vision statements), visit: https://www.unmc.edu/publichealth/departments/biostatistics/   UNMC provides exciting opportunities for collaboration and growth for the department of biostatistics. Cross-campus collaboration opportunities include cancer research, neuroAIDS, neurology, and many others. The department is a shared resource of the Fred & Pamela Buffet Cancer Center (https://www.unmc.edu/cancercenter/), and biostatistics core for the Great Plains IDeA-CTR network, pancreatic SPORE, and Boys Town National Research Hospital Center for Communication Disorders. The new Interprofessional Experiential Center for Enduring Learning will help us take biostatistics education to a new level. (https://www.unmc.edu/iexcel/)   About UNMC and the College of Public Health A vital enterprise in the nation’s heartland, the UNMC has its eye on improving the future of health care in Nebraska and beyond. As Nebraska’s only public academic health sciences center, the UNMC is committed to the education of a 21st century health care work force, to finding cures and treatments for devastating diseases, to providing the best care for patients, and to serving our state and its communities through award-winning outreach. UNMC also is committed to embracing the richness of diversity, and is a major economic engine for the state of Nebraska. The UNMC has six colleges and two institutes, serving about 3,700 students in more than two dozen programs.   Founded in 2007 and first accredited by the Council on Education for Public Health (CEPH) in 2011, the UNMC College of Public Health offers a wide range of programs and degrees to provide students with a comprehensive, well-rounded education in public health. The educational programs are designed for students who wish to pursue different levels and approaches to public health education, including certificate programs--the certificate of public health, professional degrees--the master of public health, specialized academic degrees--the Master of Science and the doctor of philosophy. The college also offers dual degree programs with other colleges at the University of Nebraska. The Harold M. and Beverly Maurer Center for Public Health is home to the UNMC College of Public Health. This 62,600 square foot, $15 million building was opened in 2011.   How to apply: To apply for this position, visit: http://unmc.peopleadmin.com/postings/34633. Only online applications will be accepted. Interested applicants should submit a current CV, letter of interest, and contact information for 3 references. The letter should address research and teaching interests and how these fit with the department, highlight the candidate’s vision for the department, his/her experience and philosophy of leadership, administration, and mentoring. Salary is commensurate with qualifications and experience. Review of applications will begin immediately and continue until the position is filled.   UNMC is an Equal Opportunity/Affirmative Action Employer. Individuals from diverse backgrounds are encouraged to apply.    Inquiries regarding this position should be directed to the chair of the search committee, Dr. Elli Rogan at egrogan@unmc.edu. For specific questions regarding the department, feel free to contact interim chair, Dr. Kendra Schmid at kkschmid@unmc.edu  
								
								 
						
							
								Internal Number: 128560 ",2018-09-14,NA
ASA,Associate or Full Professor in Statistics or Probability,Stanford University Statistics Department,https://jobs.amstat.org/jobs/11479686/associate-or-full-professor-in-statistics-or-probability,"The Statistics Department at Stanford University invites applications for a tenured position at the Associate or Full Professor level in Applied Statistics, Theoretical Statistics, or Probability. Candidates must hold a Ph.D. in Statistics or a related area, and be internationally recognized for distinguished contributions in their field. The successful candidate will be expected to maintain a robust research program building on existing strengths and new collaborations, and to mentor junior researchers and students effectively. Candidate will be expected to teach both undergraduate and graduate courses. Applicants should submit a letter of application, curriculum vita, a statement of research and teaching interests, and not more than one preprint/reprint. Applications should be submitted online at https://academicjobsonline.org/ajo/jobs/11505. Questions may be submitted to search@stat.stanford.edu. Evaluation of applicants will begin November 16, 2018. Applications must be received by December 11, 2018 to be guaranteed consideration. The Stanford Statistics department currently has 22 regular faculty members, as well as a distinguished group of emeriti. Many professors have joint appointments in other departments, including positions in mathematics, economics, the School of Medicine, the School of Engineering, and the School of Education. The varied research in the department integrates core statistical theory, mathematics, computing, algorithms, and applications to many scientific disciplines. More information on the department can be found on its website: https://statistics.stanford.edu. Stanford is an equal employment opportunity and affirmative action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other characteristic protected by law. Stanford also welcomes applications from others who would bring additional dimensions to the University’s research, teaching and clinical missions. Statistics has been taught at Stanford since 1924 when Harold Hotelling joined the university. The program became a full department at Stanford in 1948 and we moved into our new building in February 1998, our 50th anniversary. During this time the department has evolved into a preeminent center for statistical research, top-ranked in the United States,  and our doctoral program is ranked number one by the latest US National Research Council rankings.The department's goal is research and student training in statistical methodology and in probability, and the department has historically also been very active in the development of these methodologies to advance other fields in the sciences and in medicine. There are currently 20 faculty in the department that train about 50 PhD students and 40 Master students. The department also administers an interdepartmental undergraduate major in Mathematical and Computational Science. This program has been ahead of its time by recognizing the importance of computing in the coming age of big data. Starting in Autumn of 2013, the program is complemented at the graduate level with a Data Science track in our master program.",2018-09-14,2018-11-16
ASA,"Research Fellow, Pharmacoepidemiology and Pharmacoeconomics","Division of Pharmacoepidemiology & Pharmacoeconomics (DoPE) BWH, DOM, HMS",https://jobs.amstat.org/jobs/11471183/research-fellow-pharmacoepidemiology-and-pharmacoeconomics,"Reports To: Principal Investigator and Division Administrator  GENERAL SUMMARY/ OVERVIEW STATEMENT:    Under the supervision of the P.I., the postdoctoral fellow develops and applies sophisticated statistical methodology to the study of medications from large healthcare databases, including health insurance claims and electronic health records (EHR). Opportunities for both methodological and applied epidemiological research are possible. Areas of interest include but are not limited to: 1) missing data in studies of comparative safety and effectiveness from EHR, 2) marginal structural models applied to claims and EHR, 3) methods for treatment effect heterogeneity, 4) machine learning methods for prediction applied to healthcare databases. The fellow is anticipated to receive or has a PhD in statistics, biostatistics, epidemiology, or a related field with sufficient statistical training. The fellow works under the supervision of one or more faculty mentors in the institution and is encouraged to publish the results of his or her research during the appointment period. The fellow will receive training in epidemiology, biostatistics, and implementation research and will receive professional development and mentorship during the appointment period. The appointment is time limited, and should be for a term of no longer than 2 years.    PRINCIPAL DUTIES AND RESPONSIBILITIES:      Develop and evaluate methodology for large healthcare databases. Develop software to support research activities. Collaborate with epidemiological and clinical colleagues on applied studies with high methodological interest. Contribute to scientific publications, reports, and presentations.    
								
								 QUALIFICATIONS:   (MUST be realistic, neither overstated nor understated, and related to the essential functions of the job.)  The successful candidate will have recently completed graduate studies in a PhD program, with a strong research and publication record in statistical or epidemiologic research. Strong programming skills, preferably in R, are required.    SKILLS/ ABILITIES/ COMPETENCIES REQUIRED:           (MUST be realistic, neither overstated nor understated, and related to the essential functions of the job.)  Strong training in statistics and computing. Strong written and verbal communication skills. Interest in healthcare database research. Excellent time management/organizational skills. Knowledge of causal inference and comparative effectiveness research preferred. All Candidates subject to pre-employment drug screening WORKING CONDITIONS: Business casual office environment.  As part of a tight-knit group of Hardworking, Friendly, helpful people.   
						
		
			NOTES:
			
				Telecommuting is allowed.Additional Salary Information: Brigham & Women's Department of Medicine and Harvard Medical School follow the Post Graduate Years of experience Salary levels recommended by NIH, AHRQ, HRSA.
		
	
							
								Internal Number: 3072734 The Dept. of Medicine's Division of Pharmacoepidemiology and Pharmacoeconomics is a close-knit, internationally known research unit of 15 faculty and 26 support staff.   Buisiness Casual, Friendly and helpful Professional Office Environment.Brigham and Women’s Hospital (BWH) is an international leader in health care delivery and has been the site of pioneering breakthroughs that have improved lives around the world. A 793-bed teaching affiliate of Harvard Medical School in Boston, it is internationally renowned for excellence in patient care, groundbreaking biomedical research, and training the next generation of leading physicians and scientists. BWH has been recognized for 23 consecutive years by US News & World Report as one of America’s Best Hospitals and provides care to patients from throughout the U.S. and from over 120 other countries in virtually every area of adult medicine. » Careers at BWHJust as we have been able to reinvent health care, we have also transformed health care careers. Whether measured in terms of lives saved, awards earned, or the personal satisfaction of stretching your talents – a career with BWH is unlike any other in the health care field. Here you'l...l find a workplace where collaboration and teamwork are the norm, not the exception – physicians, nurses, technicians, staff and management form a close-knit bond, based on mutual respect and devotion to our patients. If you want an enormously fulfilling career, there’s no better place to be.
			Show more
			Show less",2018-09-13,NA
ASA,Assistant Professor of Statistics (multiple positions),"Wake Forest University, Dept. of Mathematics and Statistics",https://jobs.amstat.org/jobs/11451593/assistant-professor-of-statistics-multiple-positions,"Applications are invited for three tenure-track positions in statistics to begin July 2019, to meet the rapidly growing demand for statistics at Wake Forest University and to lay the foundation for continued development.  We seek a cohort of new faculty with a commitment to excellence in both teaching and research, a desire to mentor both undergraduate and graduate students, and a commitment to enhance the breadth, depth, and diversity of our statistics programs.  Positions are open to all areas of statistics. These positions are at the assistant level, but hiring at the associate level may be considered under exceptional circumstances. A Ph.D. in Statistics, Biostatistics or a related area is required. The department has twenty permanent faculty members, with five statisticians whose research interests include the areas of networks, applied probability, statistical methodology, bioinformatics, ecological statistics, record linkage, statistical education, spatio-temporal models, Bayesian methods, environmental statistics, and actuarial science.  Statistics programs within the department include both a B.A. and a B.S. in Mathematical Statistics, and an M.A. with a track in Mathematical Statistics. In addition, the department offers a B.A. and a B.S. in Mathematics, a B.S. in Applied Mathematics, a B.S. in each of Mathematical Business and Mathematical Economics, and an M.A. with a track in Mathematics, along with a vibrant research atmosphere across many areas of mathematics. The (untenured) tenure-track teaching load is two courses per semester. A complete application will include a letter of application, curriculum vitae, teaching statement, research statement, graduate transcripts, and three letters of recommendation. The letter of application should explain why the teaching and research environment at Wake Forest is a good fit for the candidate. At least two of the letters of recommendation should address the scholarship and/or scholarship potential of the applicant; at least one of the letters of recommendation should address the teaching ability of the applicant. Review of applications will begin by October 14, but applications will continue to be reviewed until the positions are filled.  Please apply at https://www.mathjobs.org/jobs/jobs/12401. Any questions or concerns should be addressed to Sarah Raynor (raynorsg@wfu.edu). Wake Forest University welcomes and encourages diversity and inclusivity, and seeks applicants with demonstrated success in working with diverse populations. Wake Forest University is an AA/EO employer and values an inclusive and diverse learning community and campus climate.     
								
								 
						
		
			NOTES:
			
				3 openings.Employer will assist with relocation costs. Wake Forest University (WFU) is a private research university in Winston-Salem, North Carolina. Since its founding in 1834, Wake Forest has grown to be among America’s best national universities, as ranked by U.S. News World and Report. The mission of Wake Forest University is to combine a liberal arts core with innovative research programs. The university motto, Pro Humanitate or “for humanity”, signifies the university’s intent to use the knowledge and talent of its faculty, staff, and students to better the lives of others. WFU is comprised of 36 departments, with approximately 4800 undergraduates and 2800 professional and graduate students. Wake Forest University is accredited by the Southern Association of Colleges and Schools Commission on Colleges to award baccalaureate, master's, and doctorate degrees.",2018-09-13,2019-07-20
ASA,Tenure-Track Faculty in Statistics,Harvard Statistics,https://jobs.amstat.org/jobs/11475810/tenure-track-faculty-in-statistics,"Harvard University - Faculty of Arts and Sciences The Department of Statistics invites applications for a tenure-track professor for the 2019-2020 academic year. We seek strong candidates in any field of statistics and probability as well as in any interdisciplinary areas where the innovative and principled use of statistics and/or probability is of vital importance.  Candidates should have strong doctoral records and demonstrated teaching and research experience or the promise of achieving such distinction. The appointment is expected to begin on July 1, 2019. Doctorate or terminal degree in Statistics or a related discipline will be required by the start date.  The tenure-track professor will be responsible for teaching at the undergraduate and graduate levels.  Please submit the following materials through the ARIeS portal http://academicpositions.harvard.edu/postings/8342  Applications should include a cover letter, curriculum vitae, teaching statement (describing teaching approach and philosophy), research statement, and representative publications, if applicable.  Applicants should also submit names of and contact information for 3-5 references. Three letters of recommendation are required, and the application is considered complete only when at least three letters have been received.   Application submission by December 1, 2018, will ensure consideration.    We are an equal opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, gender identity, sexual orientation, pregnancy, and pregnancy-related conditions or any other characteristic protected by law.     
								
								 
						
							
								Internal Number: 8342 Harvard University - Department of Statistics",2018-09-13,2019-07-01
ASA,Assistant Professor,Mississippi State University,https://jobs.amstat.org/jobs/11471096/assistant-professor,"Applications are invited for two tenure-track positions (either at Assistant or Associate level) starting in August 2019. The requirements for either position include a doctoral degree or a doctoral degree expected by no later than August 2019 in statistics (preferably in computational statistics or data science in general), a commitment to effective graduate and undergraduate teaching and demonstrated success in research. Essential duties and responsibilities include teach undergraduate and/or graduate level courses, develop a substantial research program in one or more areas of statistics, especially in data science, provide direction and effective leadership for M.S. and Ph.D. students, and engage in departmental, university, and scientific community service functions. Salaries are competitive and commensurate with qualifications. Candidates in any area of statistics with a strong computational component are encouraged to apply. All applicants must apply online at www.msujobs.msstate.edu (PARF 497738) and attach a detailed curriculum vitae/resume and a cover letter addressed to Chair, Statistics Search Committee, Department of Mathematics and Statistics, Mississippi State, MS 39762-9715. For full consideration, please also submit transcripts, a summary of research plans, a statement of teaching philosophy, and three letters of recommendation. To be considered for the higher level, please include evidence of experience in directing theses and dissertations and a statement on how joining the department will help expand the Statistics group's profile. The screening process will begin October 15, 2018 and will continue until the positions are filled. The Department of Mathematics and Statistics offers an M.S. degree in Statistics and a Ph.D. degree in Mathematical Sciences. Opportunities exist for interdisciplinary research and consulting in applied areas such as agricultural sciences, biological sciences, engineering, forestry, geo-sciences, remote sensing, and veterinary sciences among others. MSU is an equal opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, color, religion, ethnicity, sex (including pregnancy and gender identity), national origin, disability status, age, sexual orientation, genetic information, protected veteran status, or any other characteristic protected by law. We always welcome nominations and applications from women, members of any minority group, and others who share our passion for building a diverse community that reflects the diversity in our student population.  
								
								 
						
							
								Internal Number: PARF 497738 Mississippi State University is a Land-Grant University and is designated as a ""very high research activity university"" by the Carnegie Foundation. The Department of Mathematics & Statistics offers an M.S. degree in Statistics and a Ph.D. degree in Mathematical Sciences.",2018-09-12,2019-08-20
ASA,Tenure Track Assistant Professor of Statistics,Ursinus College,https://jobs.amstat.org/jobs/11471246/tenure-track-assistant-professor-of-statistics,"The Mathematics and Computer Science Department at Ursinus College invites applications for a tenure-track position at the Assistant Professor level in the area of Statistics to begin fall 2019. Applicants are invited from all areas of statistics, including statistics education.  Teaching responsibilities will include 5 courses over two semesters (3/2 teaching load), including both introductory and higher-level statistics and probability courses for undergraduates, and the Common Intellectual Experience, a first-year interdisciplinary seminar.  Ability and interest in teaching mathematics and/or computer science is a plus.  The successful candidate will be expected to establish a research program, as well as show a commitment to fostering undergraduate research.  A Ph.D. in Statistics or a closely-related field is strongly preferred; ABD with anticipated completion in Fall 2019 will be considered.   Applications must be submitted online through https://apply.interfolio.com/54224. A complete application includes the cover letter, curriculum vitae, teaching and research statements, a statement detailing experience and/or commitment to supporting a diverse student body, transcripts, and three confidential letters of recommendation (at least one addressing teaching). Direct any questions to Dr. Nick Scoville at mathcs@ursinus.edu.  Review of completed applications will begin on November 15, 2018 and continue until the position is filled. Ursinus College is a highly selective, independent, co-educational, residential liberal arts college of approximately 1500 students located about 25 miles northwest of center city Philadelphia. With a diverse community of students, it is an expectation of all faculty to contribute to the inclusion, engagement, and success of all students. Ursinus is an EO/AA employer.  Ursinus College does not discriminate on grounds of race, color, national origin, gender, sexual orientation, gender identity or expression, religion, age, creed, ancestry, veteran status, marital status, disability, or other classification protected by applicable law in the administration of any of its educational programs or activities or with respect to employment.",2018-09-12,2018-11-15
