Source,Position,Faculty,PostingDate,Link,Description,DueDate
UF Job Board,"Assistant Professor, General Faculty",University of Virginia Department of Statistics,2018-09-28,http://forms.stat.ufl.edu/statistics-jobs/entry/5158/?pagenum=2,"The Department of Statistics at UVa was established in 1989 and currently has 13 research & teaching faculty members and 5 lecurers. The Department works closely with the Biostatistics Department at the Medical School, Quantitative Collaborative and other departments on campus. Faculty interests range from theoretical to applied statistics (including statistics in the social, medical, and physical sciences), and we supervise a growing number of students at all levels. The department offers the Bachelor of Arts, Master of Science, and Ph.D. degrees in Statistics. The Department of Statistics at the University of Virginia invites applications for the position of Assistant Professor, General Faculty. This position includes the possibility (in due course) of promotion to Associate and Full Professor.  Annual reviews are based primarily on teaching and service.  The successful candidate will teach three courses per semester, typically with only one or two distinct course preparations. Other duties include student advising, curriculum development, and other departmental and university service.  Professional activity that enhances teaching is strongly encouraged. The salary is market-competitive, and optional summer teaching for additional compensation is usually available.  This position is non-tenure track with three-year contracts that are renewable on successful review.  The area of specialization is open, but the Department is experiencing increased student demand in both statistics and computing, so we particularly welcome those whose teaching experience spans statistics, computing, and computational sciences. The appointment begins with fall term of 2019.",2018-11-26
UF Job Board,"Open Rank faculty position, tenured/tenure-track",University of Virginia Department of Statistics,2018-09-28,http://forms.stat.ufl.edu/statistics-jobs/entry/5157/?pagenum=2,"The Department of Statistics at UVa was established in 1989 and currently has 13 research & teaching faculty members and 5 lecurers. The Department works closely with the Biostatistics Department at the Medical School, Quantitative Collaborative and other departments on campus. Faculty interests range from theoretical to applied statistics (including statistics in the social, medical, and physical sciences), and we supervise a growing number of students at all levels. The department offers the Bachelor of Arts, Master of Science, and Ph.D. degrees in Statistics. The Department of Statistics at the University of Virginia (UVa), College and Graduate School of Arts & Sciences, invites applicants for a tenured/tenure-track open rank faculty position (Assistant, Associate, or Full Professor).  All research areas in Statistics are considered.  The Department is experiencing increased student demand in both statistics and computing, so we welcome those whose research and teaching span statistics, computing, and computational sciences. The appointment begins with fall term of 2019.  In addition to developing external funding to support research endeavors, candidates will be expected to teach at the graduate and undergraduate levels, advise Ph.D. students, and provide service to the university, department and professional organizations.",2018-11-29
UF Job Board,Lecturer,University of Florida,2018-09-28,http://forms.stat.ufl.edu/statistics-jobs/entry/5156/?pagenum=2,"The Department of Statistics at the University of Florida seeks qualified applicants for a 9-month academic year lecturer renewable position to begin in August 16, 2019. Primary duties include the teaching of undergraduate statistics courses. Interest in online teaching is a plus.The role of lecturers is highly valued by the department and the university. To encourage and facilitate their professional development, lecturers at the University of Florida are eligible for promotion through the ranks of Lecturer, Senior Lecturer, and Master Lecturer.  Opportunities for summer teaching are likely.The Department is committed to creating an environment that affirms diversity across a variety of dimensions, including ethnicity/race, gender identity and expression. We particularly welcome applicants who can contribute to such an environment through their scholarship, teaching, mentoring, and professional service. The university and greater Gainesville community enjoy a diversity of cultural event, restaurants, year-round outdoor recreational activity, and social opportunities. Teaching of undergraduate statistics courses.",NA
UF Job Board,POSITIONS IN ACTUARIAL SCIENCE AND QUANTITATIVE RISK MANAGEMENT,Georgia State University,2018-09-27,http://forms.stat.ufl.edu/statistics-jobs/entry/5155/?pagenum=2,"The Department of Risk Management and Insurance at Georgia State University is one of the oldest and most influential risk management programs in the U.S. and has a distinguished history of serving students, alumni, and the risk management profession for more than 60 years. We are currently rated #3 in the U.S. News and World Report ranking of RMI programs; we hold a Center of Actuarial Excellence designation from the Society of Actuaries; and we are an Accredited Risk Program according to the Professional Risk Management International Association (PRMIA).The mission of the department is to better understand how risks faced by individuals, institutions, and societies can be more accurately measured and more efficiently managed. The department has both undergraduate and graduate actuarial science programs, a quantitative risk management program as well as an active PhD program.  Our actuarial group is active and visible: for example, we hosted the Congress on Insurance: Mathematics and Economics in 2016 and the Actuarial Research Conference in 2017. Teaching and Research; see position qualifications.",NA
UF Job Board,Postdoctoral Associates,Duke Molecular Physiology Institute,2018-09-27,http://forms.stat.ufl.edu/statistics-jobs/entry/5154/?pagenum=2,"The Duke Molecular Physiology Institute (DMPI), a part of Duke University Medical Center, occupies a place of national and international leadership in the fight against major diseases.  The DMPI is a multi- and inter-disciplinary Institute at Duke University encompassing basic and translational investigators across a variety of scientific disciplines.  Our mission is to produce integrated multi-omics and physiologic profiles of chronic human diseases, and to use such profiles to develop new disease detection strategies, novel therapies, and insights into disease mechanisms. The Postdoctoral Associate will work with Dr. Yi-Ju Li, Associate Professor in the Department of Biostatistics and Bioinformatics and faculty member of DMPI, to study the genetic basis of age at onset of Alzheimer disease (AD). This position will work closely with methodology development, computer program development, and real data analysis. More specifically, throughout the project, Dr. Li’s team will develop new association tests or extend the existing methods to accommodate the pedigree structure of AD data, survival outcomes, and different types of genetic variants (common and rare). Computer programs such as R packages will be developed for the in-house methods. This position will have the opportunity to conduct real genetic and genomic data analyses for AD including the development of statistical analysis plan (SAP) and summary reports, manuscript writing as the first author and a co-author, and the access to state of the art computing system for human genetic studies as well as high throughput laboratories.",NA
UF Job Board,Full Professor,Harvard University Department of Statistics,2018-09-27,http://forms.stat.ufl.edu/statistics-jobs/entry/5153/?pagenum=2,"The Faculty of the Department of Statistics at Harvard seeks to advance statistical methodology and theory by thinking hard about novel and complex applied problems. By solving challenging problems in many areas of science, social science, humanities and technology, and then generalizing them into broadly applicable statistical techniques, our faculty and our students have generated some of the largest breakthroughs in our field since our founding in 1957. The deep interplay between application, computation, and theory is the cornerstone of our community, as well as the backbone of data science.We are also very proud of our long track record of producing graduates who become builders and leaders of many areas of scientific and human endeavor.We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, gender identity, sexual orientation, pregnancy and pregnancy-related conditions or any other characteristic protected by law. The Department of Statistics seeks to appoint one position at the tenured (Full Professor) level for the 2019-2020 academic year. We seek strong candidates in any field of statistics and probability as well as in any interdisciplinary areas where innovative and principled use of statistics and/or probability is of vital importance.The appointee will teach and advise students at the undergraduate and graduate levels and will be expected to develop innovative courses at both levels. The appointee will also undertake administrative responsibilities in the department and be expected to participate in the intellectual life of the Division of Science, Harvard University, and the wider scholarly community.The Department is keenly interested in diversifying its faculty and encourages applications from diverse candidates, including from women and minorities.",NA
UF Job Board,Assistant / Associate Professor,"California State University, Bakersfield",2018-09-27,http://forms.stat.ufl.edu/statistics-jobs/entry/5152/?pagenum=2,"The Department of Mathematics at California State University, Bakersfield invites applications for a tenure-track faculty position in statistics at the Assistant or Associate Professor level beginning August 2019. We strongly encourage applications from candidates who will contribute to the diversity and excellence of our community through their teaching, research and service. Applicants must have a doctorate in Statistics, Biostatistics, or Data Science by time of appointment, and must demonstrate evidence of excellent teaching and research. Focused research areas include, but are not limited to, business analytics, computational statistics, statistical visualization, data mining, environmental and ecological statistics, statistics education, and analysis of big/massive data. The candidate must demonstrate an interest in teaching a broad range of mathematics and statistics courses to a diverse body of students, engaging undergraduates in research, and statistical consulting. Interdisciplinary collaboration with other faculty in the University is expected.The teaching load will be 12 units/semester where most of the courses are 4 units each. Almost all courses in the Department of Mathematics include an activity/problem solving session. Assigned time for research and grant activity is standard during the first two years of appointment, and subsequently on a competitive basis. It is expected the successful candidate will develop a research agenda and maintain a publication record.",2018-11-16
UF Job Board,Assistant/Associate/Full Professor of Biostatistics,"University of Florida, Dept. of Biostatistics",2018-09-27,http://forms.stat.ufl.edu/statistics-jobs/entry/5151/?pagenum=2,"The Department of Biostatistics is recruiting two full-time 12-month tenure-track faculty members at the Assistant, Associate or Full Professor level. The Department is situated jointly within the College of Public Health and Health Professions (PHHP) and the College of Medicine (COM), in the Clinical and Translational Research Building, facilitating multidisciplinary research. The successful candidate will have a record of accomplishment in teaching and mentoring students. Our dedicated faculty members include world leaders in big data analysis, cancer, genetics, infectious disease modeling and intervention studies, medical image processing, metabolomics data analysis, survival analysis, causal inference, statistical methods of health surveys, high-dimensional inference, longitudinal data analysis, and clinical trials.  The Department works closely with the NIH-funded Clinical and Translational Science Institute and is home to the Children’s Oncology Group, the Center for Statistics and Quantitative Infectious Diseases and multiple NIH and other grants. The department received the first ranking in its history from U.S. News & World Report (#20 among all biostatistics programs in the nation.)  In the past 5 years the University of Florida has completed a nearly one billion dollar initiative to raise UF into the top 10 public research universities; UF was recently ranked 8th among major public research universities.  Now the University has committed to hire 500 new faculty to continue the pursuit of academic excellence.The University of Florida is located in Gainesville, FL, which has been ranked the Best Place to Live in the US by Sperling and Sander’s Cities Ranked & Rated. The University of Florida is an equal opportunity institution dedicated to building a broadly diverse and inclusive faculty and staff. Hiring is contingent upon eligibility to work in the US. Searches are conducted in accordance with Florida’s Sunshine Law. Faculty members pursue independent and collaborative research; they also teach in the MS and PhD in Biostatistics Programs and support a concentration in Biostatistics as part of the Masters of Public Health program.",NA
UF Job Board,Open Rank and Tenure Track Faculty Positions,University of Michigan,2018-09-27,http://forms.stat.ufl.edu/statistics-jobs/entry/5150/?pagenum=2,"The University of Michigan offers competitive salaries and excellent benefits. Ann Arbor is a progressive city of about 118,000 year-round residents, and approximately 43,000 students, with excellent schools and a wide variety of sporting and musical activities. It is rated very highly in national surveys for its quality of life and has the amenities of a city many times its size. The University of Michigan is an affirmative action/equal opportunity employer. Applications from women and minorities are welcomed and strongly encouraged. The Department of Biostatistics at the University of Michigan is seeking applicants for one open rank and two tenure-track faculty positions to begin in Fall 2019. Outstanding candidates at the Associate and Full Professor rank will also be considered. Candidates must have a strong research background with a doctoral degree in biostatistics, statistics, mathematics, the computational sciences or a related field. Candidates being considered for this position will be expected to develop an outstanding research and teaching program. A particular focus of this search is on candidates who are interested in statistical and machine learning, computational statistics, methods for the analysis of electronic health records, methods for big data, data integration, causal inference, high-dimensional data, genomics and precision health. Excellent candidates with other research focus will also be considered and are encouraged to apply. The Department of Biostatistics has 46 faculty members and 197 full-time PhD and Master’s students.  The Department is involved in cutting edge methodological research   and scientific investigation in many areas of public health and biomedical research. The Department has close ties with the Department of Statistics, the Institute for Social Research, the Medical School, the Michigan Institute for Data Science, The Institute of Health Policy and Innovation and other research groups across campus.",2019-01-01
UF Job Board,Open rank tenure system position,Michigan State University,2018-09-27,http://forms.stat.ufl.edu/statistics-jobs/entry/5149/?pagenum=2,"Michigan State University has been advancing the common good with uncommon will for more than 160 years. A member of the Association of American Universities, MSU is a research-intensive institution with 17 degree-granting colleges.MSU is an affirmative-action, equal-opportunity employer and is committed to achieving excellence through a diverse workforce and inclusive culture that encourages all people to reach their full potential. The University actively encourages applications and/or nominations of women, persons of color, veterans and persons with disabilities.  MSU is committed to providing a work environment that supports employees’ work and personal life, and offers employment assistance to the spouse or partner of candidates for faculty and academic staff positions. Michigan State University invites applications from outstanding candidates for an open rank tenure system faculty position focusing on post-secondary Mathematics or Statistics Education. Michigan State University provides an exceptional environment for mathematics educators, with a world-renowned faculty who lead the top-ranked doctoral program in Mathematics Education, highly regarded Departments of Mathematics, Statistics and Probability, and Computational Mathematics, Science and Engineering, as well as the Program in Mathematics Education (PRIME), and the CREATE for STEM Institute. Current initiatives in these programs include the Department of Mathematics Center for Instructional Mentoring (https://math.msu.edu/cim/) and curriculum development in quantitative literacy, College Algebra and Calculus. More information about active research programs can be found at https://prime.natsci.msu.edu/research-projects/, as well as by following links at the above department/unit home pages.",NA
UF Job Board,Biostatistician,Jaeb Center for Health Research,2018-09-27,http://forms.stat.ufl.edu/statistics-jobs/entry/5147/?pagenum=2,"The Jaeb Center for Health Research was established in 1993 as a freestanding, nonprofit coordinating center for multi-center clinical trials and epidemiologic research. The Jaeb Center's focus is on projects involving eye disorders or type 1 diabetes. The Jaeb Center for Health Research is seeking to add a biostatistician to its staff.  The Jaeb Center is a nonprofit entity in Tampa, FL whose primary focus is in serving as a Coordinating Center for multi-center clinical trials.  Current projects involve eye diseases and diabetes.  For more information on the Jaeb Center’s current projects and to view a more detailed job description, please visit our website at www.jaeb.org. For a biostatistician interested in an academic medical research environment, the position offers an excellent opportunity for professional growth.  Work will involve data analyses, manuscript preparation, and protocol development for a multi-center clinical trial coordinating center.",2018-10-26
UF Job Board,Multiple Tenure-Track Faculty Positions,University of Nebraska-Lincoln,2018-09-26,http://forms.stat.ufl.edu/statistics-jobs/entry/5146/?pagenum=2,"Department of StatisticsUniversity of Nebraska-LincolnHardin Hall North Rm 340Lincoln, NE  68583 The Statistics Department at the University of Nebraska-Lincoln is pleased to recruit candidates for five tenure leadingassistant professor positions. We are seeking candidates primarily in emerging or rapidly advancingbranches of statistics who have demonstrated a high level of skill in methodology, data analysis, and computation.The successful candidates will develop high-impact, nationally and internationally recognized research and teachingprograms in the theory, methodology, and analysis appropriate to important contemporary data driven problems.The Department will support successful candidates to establish effective disciplinary and trans-disciplinarycollaborations including integration with existing research groups; connect with stakeholders, agency, and/orindustry partners; obtain and leverage external and internal support (grants, fee revenue, etc.) for research andteaching activities; mentor undergraduate and graduate students; publish in high-quality, high-impact peer reviewedjournals and participate in scientific meetings and other appropriate activities; and translate research basedinformation into learner-centered products.The successful candidates will be expected to teach up to four regular courses per academic year with considerablereductions to encourage research and other professional productivity. In addition, the successful candidates willparticipate in program and curriculum development. The contract length is negotiable (nine month or twelvemonth) and may include an extension component.As an EO/AA employer, qualified applicants are considered for employment without regard to race, color, ethnicity,national origin, sex, pregnancy, sexual orientation, gender identity, religion, disability, age, genetic information,veteran status, marital status, and/or political affiliation. See http://www.unl.edu/equity/notice-nondiscrimination",2018-12-15
UF Job Board,"Lecturer, Teaching, Clinical or Visiting Assistant, Associate and Full Professors-EXTENDED",University of Illinois at Urbana-Champaign,2018-09-26,http://forms.stat.ufl.edu/statistics-jobs/entry/5145/?pagenum=3,"Company Info:The Department of Statistics offer the BS, MS and PhD degrees in Statistics as well as the BS in Statistics and Computer  Science. With a faculty known for leadership in research and excellence in teaching, our programs provide students with a solid foundation and in-depth exposure to advanced statistical methodology, computational statistics, and multidisciplinary applications. The University of Illinois at Urbana-Champaign, a premier public university, provides a superb environment for learning and growth. We encourage you to explore all that the Department and the University have to offer! The Department of Statistics invites applications for lecturer, teaching, clinical and visiting assistant/associate/full professor positions in Statistics and Data Science (up to 100% for 9 months). Lecturer, teaching and clinical professorial positions are continuing specialized faculty appointments renewable subject to performance and funding. Visiting positions can be renewed up to 3 years subject to performance & funding. Adjunct teaching/clinical/visiting positions are possible for appointments below 50%. Some areas of emphasis include statistical methods for data science, statistical machine learning, computational statistics, biostatistics and informatics. All areas of statistics and data science are welcome.",2018-12-01
UF Job Board,Assistant Professor in Applied Statistics,New College of Florida,2018-09-26,http://forms.stat.ufl.edu/statistics-jobs/entry/5144/?pagenum=3,"The College is situated on a beautiful 110-acre campus in northern Sarasota County, just two miles from the heart of one of America’s most admired small cities and within minutes of Sarasota-Bradenton International Airport, one hour south of Tampa, and 10 minutes by bus or bicycle from downtown Sarasota, which Money magazine named one of the country’s “best places to live.”We are located in the emerging University district, an area of higher education, culture and arts that includes New College of Florida, University of South Florida Sarasota-Manatee, the Florida State University Ringling Center for the Cultural Arts and the Ringling School of Art and Design, along with area businesses and property owners.Nearby cultural and recreational resources abound, including the John & Mable Ringling Museum of Art, located next door to campus, and the white sand beaches of Siesta Key, rated as America’s Best Beach for 2011 by Dr. Beach.The 110-acre campus blends classic landmark buildings with modern facilities. New College’s visionary master plan incorporates state-of-the-art environmental design into campus architecture and landscaping.In 2017-18, New College completed the second year of its seven-year enrollment growth plan. During this period, the college hired 15 new full-time, tenure-track faculty, expanded academic and student support services, and implemented a new enrollment management strategy. The goal is to increase the size of the student body to 1,200 students. New College of Florida invites applications for a tenure-track Assistant Professor position in Applied Statistics, starting in August, 2019. A Ph.D. in Statistics or a closely related field by the start date is required.  We seek an individual to contribute to an innovative data science program in a liberal arts context.  Candidates must be passionate about designing and teaching courses and guiding research at both the master’s and undergraduate level in a highly interdisciplinary setting. In addition to teaching, the successful applicant will be capable of establishing a productive research program.The teaching load is two classes per semester, plus supervision of tutorials, independent study projects, senior theses and master's level projects. The College is especially interested in candidates who wish to contribute to the diversity and excellence of the academic community through teaching, scholarship and service.  Candidates from underrepresented groups, women, and those whose knowledge or skills support an inclusive culture and learning environment are especially encouraged to apply.Situated on the Gulf Coast of Florida and Sarasota Bay, New College is a nationally recognized, selective public honors college with a 10:1 student/faculty ratio. Students are intellectually independent and highly motivated. Undergraduate research has a central role in the curriculum, and a senior thesis/project is required of all students. Students receive narrative evaluations in lieu of grades. New College is committed to excellence in teaching and research and encourages collaborative student-faculty scholarship.  www.ncf.edu.A complete application includes a letter of application, curriculum vitae, three letters of recommendation (at least one that addresses teaching), a statement of teaching philosophy (including course proposals), a description of proposed research (including how undergraduates could be involved) and a statement regarding the candidate’s contributions or approaches to supporting an inclusive culture and learning environment.  We will begin reviewing materials on November 9, but applications will be considered until the position is filled. New College of Florida is an EOE institution. Please complete the application at ncf.simplehire.com. Contact jobs@ncf.edu with any questions.",NA
UF Job Board,Robert and Sara Lumpkins Postdoctoral Fellow,"University of Notre Dame, Applied and Computational Mathematics and Statistics",2018-09-26,http://forms.stat.ufl.edu/statistics-jobs/entry/5143/?pagenum=3,"The Department of Applied and Computational Mathematics and Statistics (ACMS) at the University of Notre Dame includes research groups in applied mathematics, statistics and computational science. ACMS offers a Bachelor of Science, a doctoral degree, a research master’s degree, and a professional master’s degree. ACMS is a department in the College of Science. The teaching load for the Lumpkins Instructorship is one course each semester. The position begins in August 2019.",NA
UF Job Board,tenure-track positions of assistant and associate professors,"Rutgers University-New Brunswick, School of Arts & Sciences",2018-09-25,http://forms.stat.ufl.edu/statistics-jobs/entry/5142/?pagenum=3,"The Department of Statistics of Rutgers University seeks outstanding applicantsfor tenure-track positions of assistant and associate professors to start fall 2019. Responsibilities of the position include: teaching and supervising both undergraduate and graduate programs in statistics, and conducting original research in broad areas of statistics, particular strength in data science, Bayesian statistics and spatial statistics are preferred. Pursuit of external research funding is expected.",NA
UF Job Board,"Tenure-Track Assistant Professor (2 positions, Applied Statistics and Financial Mathematics)",Texas Tech University,2018-09-25,http://forms.stat.ufl.edu/statistics-jobs/entry/5141/?pagenum=3,"The Department of Mathematics and Statistics The Department of Mathematics and Statistics at Texas Tech University invitesapplications for tenure-track positions beginning Fall 2019. The department seekscandidates who engage in nationally visible scholarship, establish externally-fundedresearch programs, interact with the existing research groups, participate in interdisciplinary collaborations and service, involve graduate students in theirresearch, and show excellence in teaching at the graduate and undergraduate levels.We are looking to fill positions in the following areas:i) financial mathematics and risk analysis – requisition #14432BRii) applied statistics (biostatistics, statistical genetics, data science) – requisition#14433BR",2018-12-01
UF Job Board,Science Policy Fellowship,The Institute for Defense Analyses,2018-09-25,http://forms.stat.ufl.edu/statistics-jobs/entry/5140/?pagenum=3,"IDA is the Institute for Defense Analyses, a not-for-profit corporation that operates three Federally Funded Research and Development Centers (FFRDCs) in the public interest: the Systems and Analyses Center, the Science and Technology Policy Institute, and the Center for Communications and Computing.  IDA provides objective analyses of national security issues and related national challenges, particularly those requiring extraordinary scientific and technical expertise. OverviewThe Science and Technology Policy Institute (STPI) is a congressionally chartered, Federally Funded Research and Development Center operated by the Institute for Defense Analyses (IDA).STPI provides independent analytical support to the White House Office of Science and Technology Policy (OSTP), the National Science Foundation (NSF), the National Institutes of Health (NIH), and other federal departments and agencies on science and technology (S&T) policy issues. The STPI Science Policy Fellowship Program provides recent bachelor’s or master’s degree recipients a unique opportunity to use their critical thinking and analytic skills to work on a diverse set of challenges in S&T policy areas, including space sciences, innovation and competitiveness, energy, health and life sciences, national security, biotechnology, information technologies, and STEM education.ResponsibilitiesFellows will work with teams of researchers to support a wide variety of S&T policy-related tasks. Duties may include conducting survey-based and interview-based research, database development, use of data visualization tools, use of statistical techniques, and other qualitative and quantitative methods to perform project-driven policy analysis. Fellows will have an opportunity to work on one independent research project that will contribute to the scientific, technical, or policy literature. Over the course of the two-year program, experiences will include:Participation in analyses that support tasking from Federal Government policymakersInteraction with OSTP and other Federal science agency personnelInvolvement in workshops and discussions on relevant topicsMentorship from members of the STPI research staffTraining on specific analytical methods and toolsAttendance and presentation at select professional society meetings",2019-01-12
UF Job Board,2019 Summer Associate Program,Institute for Defense Analyses,2018-09-25,http://forms.stat.ufl.edu/statistics-jobs/entry/5139/?pagenum=3,"IDA is the Institute for Defense Analyses, a not-for-profit corporation that operates three Federally Funded Research and Development Centers (FFRDCs) in the public interest: the Systems and Analyses Center, the Science and Technology Policy Institute, and the Center for Communications and Computing.  IDA provides objective analyses of national security issues and related national challenges, particularly those requiring extraordinary scientific and technical expertise. Overview:The IDA Summer Associate Program provides students unique opportunity to use their quantitative and analytic skills to work on challenging real-world national security issues. The Institute for Defense Analyses (IDA) is a not-for-profit corporation that operates Federally Funded Research and Development Centers (FFRDCs).Two of these FFRDCs are accepting Summer Associates.Staff at the IDA Systems and Analyses Center (SAC) provide objective analyses of national security issues, particularly those requiring scientific and technical expertise, and conduct related research on other national challenges.  The Studies and Analyses Center, located in Alexandria, Virginia, is comprised of eight research divisions:• Cost Analysis and Research Division                            • Information Technology and Systems Division• Intelligence Analyses Division                                        • Joint Advanced Warfighting Division• Operational Evaluation Division                                     • System Evaluation Division• Science and Technology Division                                  • Strategy, Forces and Resources DivisionStaff at the IDA Science and Technology Policy Institute (STPI), located in Washington, DC, assist the White House Office of Science and Technology Policy and other executive branch agencies in formulating federal S&T policy by providing high-quality, objective, analytical support to inform policymakers.Each year, IDA hires paid student associates at its Virginia and Washington, DC facilities to work for a minimum of 10 weeks during the summer months. Attendance at the 8 week core period between June 3 and July 26 is required.  An additional 2 weeks (or more) either before or after the core period is required for a complete 10 week internship. In some cases opportunities exist for associates to work a few weeks longer than the 10-week minimum.  The wage range is dependent on the field of study and years of education completed. For students living outside the area, IDA pays for one instance of round-trip travel.  Associates are responsible for living expenses during the summer.Responsibilities:The responsibilities vary depending on division and particular assignment.",2019-01-05
UF Job Board,Assistant/Associate Professor,"University of Florida, Dept. of Biostatistics",2018-09-25,http://forms.stat.ufl.edu/statistics-jobs/entry/5138/?pagenum=3,"The positions report to the Director of the University of Florida Health Cancer Center (UFHCC) Division of Quantitative Sciences and Biostatistics Shared Resource. The UFHCC; https://cancer.ufl.edu/) consists of more than 200 basic, translational and population based scientists and clinicians at the University of Florida who conduct research for the prevention, diagnosis and treatment of cancer. The central collaborative research model encourages the translation of basic laboratory findings to novel therapies. The multidisciplinary membership of the Cancer Center is its strength. Researchers are drawn from throughout UF, including six colleges within the Health Science Center – Medicine, Nursing, Dentistry, Pharmacy, Public Health and Health Professions, and Veterinary Medicine - as well as the Colleges of Liberal Arts and Sciences, Engineering, Health and Human Performance, Journalism and Communications, and Agricultural and Life Sciences. Research is focused around three programs: Mechanism of Oncogenesis, Cancer Therapeutics and Host Response, Cancer Population Sciences.The UFHCC invites applications for two faculty members (non-tenure) with biostatistics expertise. The faculty’s academic home will be in the Department of Biostatistics (http://biostat.ufl.edu/), jointly situated in the Colleges of Public Health and Health Professions and Medicine. •	Collaborate on a variety of cancer clinical and basic science research projects.•	Promote a collaborative environment.",NA
UF Job Board,2019 Summer Associate Program,Institute for Defense Analyses (IDA),2018-09-25,http://forms.stat.ufl.edu/statistics-jobs/entry/5137/?pagenum=3,"IDA is the Institute for Defense Analyses, a not-for-profit corporation that operates three Federally Funded Research and Development Centers (FFRDCs) in the public interest: the Systems and Analyses Center, the Science and Technology Policy Institute, and the Center for Communications and Computing.  IDA provides objective analyses of national security issues and related national challenges, particularly those requiring extraordinary scientific and technical expertise. The Institute for Defense Analyses is seeking applicants with statistical expertise for summer associate positions. The IDA Summer Associate Program provides statisticians with a unique opportunity to use their quantitative and analytic skills to work on challenging real-world national security issues. Positions are available with a variety of focuses. Projects from past years have included functional data analysis, Bayesian approaches to reliability estimation, and statistics in science policy.  U.S. Citizenship is required; applicants selected will be subject to a security investigation and must meet the eligibility requirements to access classified information.",2019-01-05
UF Job Board,Tenure-track Faculty Positions in Biostatistics,Yale School of Public Health,2018-09-25,http://forms.stat.ufl.edu/statistics-jobs/entry/5136/?pagenum=3,"The School of Public Health at Yale University provides leadership to protect and improve the health of the public. Through innovative research, policy analysis, and education that draws upon multidisciplinary scholarship from across the graduate and professional programs at Yale, the school serves local, national, and international communities with its knowledge and expertise. The Department of Biostatistics in the School of Public Health at Yale University is seeking applicants at the rank of Assistant Professor. Recent graduates and applicants with a research focus in any area of biostatistics are encouraged to apply, such as big data, causal inference, genomics, environmental statistics, clinical trials, missing data, imaging, data mining, Bayesian methods, etc. The Yale School of Public Health is committed to growing and extending its expertise in biostatistics. There are existing collaborations with the School of Medicine, particularly with the Yale Center for Clinical Investigation (Yale CTSA) and Cancer Center, and throughout the university. Successful candidates will be expected to develop an independent program of methodological research in their area of interest, while cultivating collaborations with other investigators in the School of Public Health, the School of Medicine and the University.  In addition, successful candidates will be expected to teach graduate courses.",NA
UF Job Board,Assistant Professor in Statistics (2 positions),University of Massachusetts at Amherst,2018-09-25,http://forms.stat.ufl.edu/statistics-jobs/entry/5135/?pagenum=3,"UMass Amherst, the Commonwealth's flagship campus, is a nationally ranked public research university offering a full range of undergraduate, graduate and professional degrees. The University sits on nearly 1,450-acres in the scenic Pioneer Valley of Western Massachusetts, and offers a rich cultural environment in a bucolic setting close to major urban centers. In addition, the University is part of the Five Colleges (including Amherst College, Hampshire College, Mount Holyoke College, and Smith College), which adds to the intellectual energy of the region. The statistics group at UMass Amherst is a nexus of statistical research on a vibrant campus in the beautiful Pioneer Valley. UMass Amherst is eagerly expanding its statistics group, and we are looking to hire new colleagues who have demonstrated excellence in methodological research, and are also interested in interaction with fields outside statistics, either capitalizing on existing collaborations and university expertise in areas such as applied mathematics, biostatistics, civil engineering, communication disorders, computer science, ecology, epidemiology, food science, kinesiology, microbiology, sociology, and veterinary and animal sciences, or building new bridges. Outstanding candidates in all areas of statistics, biostatistics and data science are encouraged to apply.We are a statistics group within a department of mathematics and statistics, with a critical mass of currently seven and growing tenure system statisticians offering PhD and MS degrees, as well as an undergraduate track in statistics. We have a great deal of autonomy in running our statistics programs and strong collegial and collaborative relationships with our mathematics and applied mathematics colleagues. We are an R1 research university with strong grant funding and a teaching load of three semester courses per year. Our tenure system faculty typically teach upper level undergraduate and graduate courses, with flexibility to create courses of our choosing. The Pioneer Valley is a wonderful place to live. UMass is also interested in helping to resolve two body problems. We have excellent benefits including a generous state pension system and parental leave program.",NA
